,DATE,afghanistan,afrique du sud,algérie,allemagne,angola,arabie,argentine,australie,autriche,belgique,birmanie,bolivie,bosnieherzégovine,brésil,bulgarie,cambodge,canada,chili,chine,colombie,corée,costa rica,côte d’ivoire,croatie,cuba,danemark,égypte,émirats arabes unis,équateur,espagne,étatsunis,éthiopie,finlande,france,grèce,guatemala,haïti,honduras,hongrie,inde,indonésie,irak,iran,irlande,islande,israël,italie,jamaïque,japon,jordanie,kosovo,koweït,laos,liban,libye,maroc,mexique,monaco,nicaragua,nigéria,norvège,nouvellezélande,ouganda,pakistan,panama,palestine,paraguay,paysbas,pérou,philippines,pologne,portugal,qatar,congo,tchécoslovaquie,roumanie,royaumeuni,russie,salvador,rwanda,sénégal,serbie,singapour,slovaquie,somalie,soudan,sri lanka,suède,suisse,syrie,tadjikistan,taïwan,thaïlande,timororiental,tunisie,turquie,ukraine,uruguay,venezuela,vietnam,yémen,république tchèque,yougoslavie,urss,NbEditions
1028,12/1997,0,0,2,7,0,3,3,3,0,10,0,1,2,24,0,4,707,3,94,11,86,0,0,4,12,2,0,0,0,5,80,0,10,277,14,1,0,1,0,5,0,4,2,9,1,26,6,4,53,1,5,4,0,1,3,4,24,5,2,0,7,0,3,1,3,8,0,8,1,2,4,3,0,10,0,8,7,27,2,27,2,8,2,2,1,3,0,16,59,1,1,1,3,0,1,36,0,2,0,9,0,0,4,0,87
1029,01/1998,2,0,25,11,0,5,9,17,2,11,0,1,0,10,0,1,623,6,72,1,37,0,0,1,45,0,0,0,0,3,90,0,0,149,5,4,3,0,0,5,4,4,8,5,0,10,6,0,37,0,1,4,0,6,0,1,32,0,1,0,2,0,0,0,1,0,2,3,2,1,3,5,0,1,0,0,4,24,4,10,1,1,6,1,2,1,0,3,45,0,0,2,6,0,2,19,0,1,0,13,1,0,0,0,74
1030,02/1998,0,0,9,12,1,3,2,3,2,13,0,0,3,8,3,1,773,2,78,8,38,0,0,1,19,11,2,0,0,0,113,0,27,187,8,0,1,0,2,4,1,20,11,6,0,18,14,7,103,4,2,6,0,2,8,7,15,5,1,0,31,1,1,3,1,1,1,10,2,2,2,4,1,3,2,1,4,64,2,12,1,0,1,5,3,2,0,28,61,3,0,1,6,0,3,10,0,0,2,8,0,0,0,3,80
1031,03/1998,0,0,8,14,0,2,1,7,6,14,0,0,0,7,0,3,649,12,54,6,22,0,0,0,26,5,1,0,0,4,88,0,2,199,10,0,2,1,1,15,5,5,2,2,0,33,9,0,25,3,100,2,0,11,4,6,17,2,0,0,9,1,1,3,0,0,1,5,2,3,3,2,1,5,0,3,9,26,4,20,1,20,3,2,2,3,0,3,60,2,0,1,4,0,1,7,0,0,4,4,0,0,15,0,88
1032,04/1998,3,0,3,9,0,4,6,2,3,15,1,1,0,14,0,12,568,9,65,3,14,0,0,0,51,3,1,0,0,4,90,0,2,214,13,6,9,2,1,8,3,3,3,26,0,41,7,1,54,3,21,1,0,9,5,3,27,4,0,0,4,0,0,3,0,3,4,9,1,1,5,7,0,8,0,1,10,28,4,33,4,5,3,2,1,3,0,9,60,1,0,1,6,0,2,11,0,0,6,11,0,0,7,1,88
1033,05/1998,0,0,5,8,0,2,1,0,2,6,4,0,2,24,0,6,623,4,98,10,17,0,0,1,28,11,0,0,1,0,115,0,19,229,11,2,5,0,2,15,20,0,4,28,0,31,17,0,46,2,10,2,0,7,4,2,12,17,0,3,2,0,0,91,0,5,4,5,1,5,2,5,0,3,0,3,15,34,0,19,0,4,7,4,5,4,0,26,69,2,0,5,6,0,0,25,0,0,2,4,0,0,2,2,91
1034,06/1998,2,0,6,21,0,11,9,3,5,15,1,0,0,58,32,4,564,25,111,17,40,0,0,19,15,15,2,0,0,3,81,0,1,306,12,2,0,0,0,15,3,0,8,5,0,11,9,12,74,2,56,0,2,4,2,17,31,2,2,0,24,1,0,61,2,0,30,17,2,0,2,9,1,6,1,27,7,33,3,7,1,8,6,1,2,7,0,2,42,1,2,8,6,0,8,16,1,2,1,5,0,0,22,1,86
1035,07/1998,0,0,17,14,0,2,4,2,3,17,4,1,1,104,6,12,480,5,69,6,24,0,0,35,8,15,0,0,0,5,100,0,2,426,9,3,0,0,0,10,1,1,3,20,2,35,28,4,61,0,69,0,4,6,6,6,29,4,2,1,12,0,2,8,2,1,3,54,2,2,4,6,1,5,0,4,4,46,0,9,2,7,3,3,3,21,0,9,80,10,1,6,2,0,0,12,1,0,1,11,0,0,13,0,87
1036,08/1998,20,0,5,12,1,5,4,3,5,16,6,1,0,15,1,9,744,5,58,5,26,0,0,0,10,0,0,0,0,3,89,0,2,172,9,0,1,0,16,6,5,1,3,10,0,26,10,1,87,0,60,3,1,10,20,5,12,4,2,0,5,0,0,38,1,1,0,15,4,2,3,5,0,54,2,2,7,89,1,56,1,4,3,0,3,40,0,11,47,3,1,3,6,4,1,0,2,0,5,1,4,0,5,1,87
1037,09/1998,8,0,6,21,2,0,5,5,2,16,1,0,0,16,1,3,826,15,41,3,39,0,0,2,7,3,0,0,0,3,86,0,1,116,15,0,1,0,2,7,2,0,11,13,1,14,7,1,75,0,30,2,0,7,4,6,4,2,0,0,3,0,0,16,1,4,0,11,1,4,0,7,0,16,0,0,7,125,13,14,2,3,2,2,2,7,0,13,63,5,1,3,2,0,1,5,0,2,3,3,0,0,3,0,87
1038,10/1998,0,0,2,22,2,1,3,5,3,17,4,2,2,25,2,0,677,14,69,5,15,0,0,8,15,2,1,0,1,12,85,0,5,211,18,0,0,0,2,6,1,0,3,9,1,37,9,1,79,4,64,0,0,6,7,7,13,2,9,0,3,3,1,2,1,4,0,13,21,4,3,3,0,6,2,2,16,47,6,9,1,12,2,2,1,1,0,4,79,10,0,14,1,0,2,21,0,0,0,2,0,0,9,0,96
1039,11/1998,0,0,0,9,1,2,5,2,1,13,2,0,0,19,0,1,585,31,82,5,9,0,0,0,8,7,3,0,0,8,64,0,3,224,5,12,2,29,6,11,3,11,2,3,0,40,9,0,44,1,7,5,2,5,0,2,15,1,23,0,0,2,0,2,2,1,0,8,2,3,9,9,0,7,0,1,18,59,13,13,0,0,6,0,0,2,0,5,62,5,0,3,4,0,1,21,1,1,1,4,1,0,2,0,87
1040,12/1998,0,0,2,17,4,3,2,6,5,7,0,0,1,23,0,8,644,11,126,6,13,0,0,2,12,4,0,0,0,8,114,0,5,274,15,0,5,7,2,4,3,21,8,9,0,44,3,0,41,6,26,5,0,11,16,6,14,0,7,1,2,2,1,4,7,4,1,10,1,1,5,1,0,4,1,1,8,73,4,14,0,2,1,0,3,3,0,11,82,2,0,1,7,0,2,15,1,0,9,2,3,0,4,2,89
1041,01/1999,0,0,1,12,2,1,5,20,1,2,1,1,0,77,2,7,583,7,40,13,25,0,0,3,15,0,0,0,0,7,88,1,6,174,8,1,2,1,0,9,1,10,1,2,0,9,8,0,41,10,53,10,0,7,0,0,28,3,2,0,3,4,1,2,0,2,0,8,3,1,13,9,0,7,0,1,5,38,1,9,0,6,1,1,4,3,0,14,71,6,0,1,6,4,1,6,1,0,0,3,3,0,9,0,83
1042,02/1999,0,0,1,15,0,4,4,6,4,12,0,0,0,23,1,0,572,2,28,12,10,0,0,2,19,7,1,0,0,1,78,0,3,145,17,0,1,0,3,5,1,4,4,6,1,23,34,0,39,57,94,8,1,1,1,6,25,0,0,0,9,3,0,12,1,4,0,10,2,0,3,3,0,5,3,1,9,20,1,3,0,19,1,1,0,4,0,3,62,7,0,0,4,0,1,40,1,1,5,4,7,0,11,1,82
1043,03/1999,1,0,6,6,4,3,5,2,0,13,1,2,0,42,1,10,663,28,85,4,19,0,0,0,43,3,0,0,0,12,101,0,4,259,8,10,2,1,9,17,3,1,4,7,0,26,40,1,20,0,168,0,0,16,6,5,18,9,4,4,1,3,0,3,1,2,1,7,1,1,6,4,1,10,0,6,11,68,8,2,0,23,1,0,2,1,0,4,68,0,0,1,2,0,1,6,3,3,6,7,1,0,37,1,95
1044,04/1999,0,0,9,12,0,3,2,6,1,17,1,2,2,28,6,0,693,13,49,4,10,0,0,12,5,0,1,0,1,3,109,0,2,175,11,1,3,1,3,10,1,0,3,6,0,15,4,0,23,2,240,2,0,6,7,6,16,6,0,0,1,1,0,10,2,0,0,9,3,3,8,4,0,2,1,6,6,73,0,3,0,52,3,0,0,3,0,6,43,9,0,2,4,0,1,15,1,0,0,3,0,0,89,0,87
1045,05/1999,1,0,3,16,1,1,15,0,3,14,3,0,1,8,0,0,709,9,115,9,12,0,0,1,15,5,1,0,0,4,130,0,21,184,7,5,2,0,6,10,1,0,3,5,0,30,18,0,23,5,170,3,0,5,4,5,68,4,0,0,17,0,0,35,1,2,1,9,1,0,5,6,1,2,0,4,12,68,0,1,0,28,0,7,3,0,0,15,50,8,0,0,0,0,0,4,0,0,0,16,0,0,45,0,92
1046,06/1999,0,0,2,14,5,0,3,6,1,20,1,2,1,17,1,2,623,13,58,10,23,0,0,4,6,0,0,0,0,4,80,0,6,202,11,0,3,0,2,13,3,0,3,11,0,13,9,0,26,0,225,1,0,10,1,5,12,2,1,0,5,3,1,54,2,1,0,20,3,4,5,4,0,7,0,1,5,77,6,5,2,38,2,4,4,1,0,5,61,4,0,2,0,0,1,20,1,0,3,0,2,0,52,0,84
1047,07/1999,1,0,4,18,2,3,4,5,3,17,0,0,0,8,3,0,751,10,102,15,6,0,0,9,27,3,1,0,0,6,103,0,11,202,9,2,2,1,2,9,1,1,13,7,2,40,12,0,28,2,99,3,1,17,7,26,9,0,0,0,4,4,2,25,0,1,0,17,3,3,5,7,0,14,0,7,5,51,1,14,0,40,7,0,6,0,0,8,78,22,0,9,4,0,3,22,0,0,5,23,0,0,16,1,89
1048,08/1999,2,0,8,17,1,4,9,3,2,9,0,0,1,30,2,2,929,18,52,13,21,0,0,11,24,4,0,0,0,2,101,0,4,160,5,0,0,0,12,6,0,6,2,3,2,22,1,2,27,1,66,2,1,3,1,17,16,3,1,0,2,4,1,4,1,5,0,7,2,2,2,7,0,8,0,0,10,95,3,13,3,22,1,0,2,2,0,12,71,11,3,7,1,3,15,28,4,2,2,3,0,0,12,0,88
1049,09/1999,0,0,6,9,0,2,1,12,0,15,0,0,0,5,2,1,956,14,53,21,23,0,0,2,7,1,0,0,1,5,75,0,2,173,3,0,0,0,1,10,13,1,3,9,0,34,6,0,50,0,29,1,0,3,2,5,13,0,0,0,0,8,0,3,5,3,0,7,7,4,2,11,0,6,1,1,3,60,6,19,0,5,4,2,2,2,0,3,48,6,0,12,3,2,0,8,1,0,7,5,0,0,6,0,87
1050,10/1999,2,0,3,12,0,3,3,2,0,11,1,1,1,12,0,2,1206,18,60,8,13,0,0,2,11,2,1,0,1,5,75,0,0,210,2,1,0,1,5,5,0,0,4,5,0,25,14,1,39,0,15,3,0,16,0,3,21,0,5,3,6,10,0,52,0,1,0,10,3,1,4,10,0,0,0,3,13,50,2,4,6,13,9,0,0,1,0,12,55,6,0,2,1,2,3,8,0,2,3,3,0,0,4,0,92
1051,11/1999,2,0,3,15,0,2,6,9,2,11,0,3,0,24,2,2,1099,6,54,31,9,0,0,1,8,4,4,0,1,7,86,0,2,303,7,2,2,0,15,11,0,3,3,18,0,28,8,0,27,2,16,1,0,6,0,6,10,5,0,0,3,9,0,30,2,1,2,6,7,1,11,4,0,2,0,6,6,73,5,4,1,8,0,2,0,1,0,4,55,4,0,5,4,0,1,19,1,2,3,0,0,0,5,0,92
1052,12/1999,4,0,6,12,0,1,4,2,2,9,3,2,1,15,2,1,899,18,59,9,12,0,0,5,12,3,0,0,0,1,98,0,9,178,6,0,2,2,3,12,1,3,0,28,0,71,14,0,34,9,16,0,1,19,2,4,20,1,3,0,2,3,1,1,7,2,0,3,3,1,0,22,0,3,0,3,6,82,6,13,1,2,1,4,1,4,0,21,60,47,0,2,5,1,2,8,0,0,24,4,0,0,6,0,88
1053,04/2000,0,0,0,6,0,0,1,0,2,0,0,0,0,6,0,2,208,1,12,1,8,0,0,5,5,2,0,0,0,3,11,0,0,36,3,0,0,1,0,1,0,0,0,1,0,12,6,0,21,0,0,0,0,1,0,0,6,1,0,0,0,0,0,0,0,4,0,0,1,2,2,2,0,2,0,1,2,8,2,3,0,2,0,0,0,0,0,2,8,2,0,0,3,0,0,5,2,0,2,26,0,0,2,0,25
1054,05/2000,8,0,2,7,1,0,14,0,3,19,0,0,0,51,0,0,859,11,37,5,12,0,0,2,11,6,0,0,0,3,73,0,22,157,10,0,6,0,3,1,1,1,1,15,0,39,13,0,19,0,6,2,0,29,2,11,14,3,0,0,8,3,1,5,1,4,1,3,15,11,3,1,0,10,0,2,10,36,3,16,2,5,2,2,5,4,0,10,38,14,1,1,0,0,3,10,0,1,1,3,2,0,2,2,93
1055,06/2000,0,0,1,16,0,0,4,4,2,24,0,2,0,16,0,2,665,10,38,7,79,0,0,3,9,13,0,0,0,16,91,2,3,156,12,1,0,1,3,5,0,0,1,7,0,28,12,3,27,3,17,2,2,9,3,4,27,10,1,0,16,2,1,1,0,1,4,24,14,0,9,18,0,2,0,16,3,47,3,5,0,4,1,0,1,2,0,14,40,23,0,0,1,0,1,23,2,0,0,2,0,0,12,0,89
1056,07/2000,1,0,2,5,4,5,9,6,5,14,1,1,0,63,8,1,585,10,45,9,44,0,0,3,9,2,1,0,0,8,53,0,1,241,5,1,4,0,11,2,3,4,7,13,2,50,16,0,56,2,9,5,0,7,2,16,29,0,1,0,7,6,0,3,2,12,9,15,4,2,2,2,0,6,0,3,5,40,0,16,4,10,3,0,0,1,0,6,37,2,0,0,2,0,1,6,0,0,3,10,0,0,8,2,87
1057,08/2000,0,0,5,6,1,0,2,9,3,11,3,0,0,24,2,1,644,22,35,13,11,0,0,2,9,2,2,0,0,11,68,0,8,156,6,3,1,0,15,7,4,5,3,5,0,29,13,0,39,8,15,14,1,9,8,5,48,3,1,1,12,12,2,28,1,0,11,6,1,5,2,2,1,12,0,5,7,99,4,14,0,7,1,1,5,4,0,5,28,9,0,0,2,0,2,10,0,1,10,4,2,0,9,0,90
1058,09/2000,2,0,3,11,3,2,3,11,5,20,0,3,1,4,2,3,743,9,53,13,25,0,0,0,8,12,1,0,1,11,48,0,2,217,9,3,1,0,4,8,5,1,3,5,0,20,10,3,33,3,16,8,0,2,2,3,6,1,1,2,6,1,1,6,4,5,0,16,13,0,11,6,2,7,0,6,12,25,7,4,0,16,3,1,1,0,0,15,37,7,3,1,0,0,8,0,0,1,1,26,0,0,21,0,92
1059,10/2000,1,0,5,7,0,2,0,6,3,6,2,2,0,7,0,0,672,3,41,14,42,0,0,2,14,1,2,0,0,4,50,0,2,106,3,3,1,0,3,6,2,1,0,7,0,70,5,1,39,2,13,1,1,19,0,3,9,3,0,0,5,1,3,1,4,3,0,13,9,2,5,3,2,2,2,1,3,23,1,4,3,37,0,0,0,0,0,4,24,6,0,1,2,0,7,4,2,1,2,1,3,0,27,1,91
1060,11/2000,1,0,1,4,0,0,0,5,2,5,2,0,0,18,0,1,856,3,39,12,8,0,0,2,11,8,0,0,0,12,78,1,1,185,6,0,5,0,1,2,1,0,4,6,0,40,10,0,43,2,8,0,0,3,0,1,22,0,0,0,1,2,0,1,2,1,0,13,18,1,6,6,0,0,1,6,10,27,2,2,0,5,1,0,0,1,0,4,49,1,0,1,5,1,0,2,0,0,0,14,1,0,4,0,92
1061,12/2000,1,0,3,10,1,1,6,3,0,7,2,0,1,9,1,3,603,23,44,5,24,0,0,1,9,0,0,0,0,4,74,0,9,155,11,1,4,0,8,10,1,0,1,8,0,31,13,0,31,2,11,1,0,8,1,2,31,1,1,0,0,2,0,1,1,6,0,5,4,0,3,11,0,3,0,3,9,37,10,3,5,8,2,2,0,1,0,12,34,6,1,1,3,0,1,1,0,0,1,0,2,0,3,0,84
1062,01/2001,0,0,0,8,0,2,1,6,6,9,7,3,0,29,2,4,700,19,37,16,9,0,0,1,9,2,2,0,0,14,80,0,10,109,4,1,0,2,3,10,1,4,0,4,0,33,16,0,31,2,22,10,3,5,1,6,21,2,0,0,1,2,0,6,1,2,0,11,4,4,21,4,1,11,0,2,1,30,25,7,9,12,3,2,0,1,0,11,39,0,0,5,8,0,0,13,4,0,0,8,0,0,13,3,84
1063,02/2001,1,0,2,9,0,4,1,0,8,2,2,0,0,35,0,0,760,8,58,20,11,0,0,1,6,1,0,0,2,5,80,0,2,119,7,1,8,3,0,10,1,3,3,2,0,34,8,0,28,4,22,6,0,2,13,3,51,0,2,0,6,1,0,2,2,1,0,5,1,2,8,1,0,21,0,1,6,30,30,14,0,7,1,0,0,0,0,6,42,3,0,1,2,0,2,15,0,0,2,2,0,0,3,0,85
1064,03/2001,2,0,3,20,0,2,7,10,5,16,0,0,0,25,2,1,813,11,60,10,23,0,0,1,33,9,0,0,0,9,83,0,5,174,4,2,0,1,0,4,0,2,2,15,0,26,10,0,42,0,19,3,1,4,0,2,33,1,0,0,4,3,1,12,3,0,3,16,5,0,2,7,0,8,2,6,16,51,8,3,6,15,3,1,0,0,0,15,42,1,1,10,0,0,7,8,0,0,2,0,0,0,4,0,97
1065,04/2001,0,0,1,13,0,1,20,4,1,10,0,8,0,61,0,0,668,44,116,24,9,0,0,7,18,4,1,0,3,6,140,0,5,122,15,0,17,1,3,6,1,2,2,1,0,28,5,3,47,10,21,0,0,6,0,0,55,0,1,0,6,3,0,1,4,1,7,12,14,5,7,0,2,2,0,3,4,24,3,10,1,18,1,0,0,0,0,9,39,6,0,12,3,0,0,14,1,2,7,2,0,0,16,0,86
1066,05/2001,5,0,3,34,0,0,8,2,6,14,0,0,0,19,1,0,818,7,23,7,16,0,0,2,13,2,0,0,0,1,78,0,3,171,11,0,0,1,2,3,0,1,3,5,0,32,17,0,26,1,21,0,0,10,1,6,20,4,0,0,6,2,1,13,1,3,0,2,1,4,9,1,1,2,1,0,3,24,7,35,2,15,0,2,0,1,0,16,57,8,2,3,3,0,1,7,0,2,3,6,0,0,6,0,95
1067,06/2001,3,0,2,5,0,4,3,1,2,14,0,1,0,12,9,1,557,5,34,10,13,0,0,8,11,1,1,0,0,8,74,0,3,180,4,4,2,2,0,5,0,1,3,5,1,24,7,1,40,1,21,2,0,8,0,1,18,1,0,0,1,3,0,2,1,2,0,5,14,11,4,3,0,4,0,1,3,29,9,15,3,20,1,0,3,2,0,8,49,4,0,0,0,0,1,6,6,0,1,1,0,0,16,0,89
1068,07/2001,0,0,5,13,0,2,25,1,2,32,1,2,1,36,1,3,701,13,89,7,15,0,0,6,10,0,1,0,0,6,75,0,3,170,1,1,1,2,6,7,2,2,4,12,0,34,5,2,66,2,9,1,0,3,0,10,24,2,0,0,6,1,0,20,1,0,0,1,3,3,8,2,4,8,0,4,5,40,8,4,2,6,2,0,0,0,0,5,50,4,0,1,1,0,0,6,0,0,2,10,0,0,4,0,83
1069,08/2001,4,0,0,7,0,3,12,3,4,3,2,5,0,13,1,2,709,9,25,18,4,0,0,3,6,0,0,0,0,5,101,1,2,182,11,0,0,5,4,10,0,0,2,23,0,32,10,3,27,6,12,0,0,8,0,2,13,5,4,0,3,0,0,6,0,8,0,5,2,1,1,4,1,8,1,0,0,33,8,5,0,6,0,0,2,0,0,11,49,1,0,2,3,2,0,4,3,0,1,9,2,0,2,0,90
1070,09/2001,46,0,7,13,0,14,4,7,1,16,1,0,0,17,1,2,852,7,46,4,20,0,0,0,13,7,2,0,0,7,374,0,2,162,7,1,0,2,2,4,2,7,4,9,0,45,4,0,49,13,3,16,0,11,1,5,18,1,4,0,5,2,0,98,0,18,3,5,1,1,4,6,1,2,0,0,3,42,5,5,3,7,1,2,3,16,0,6,30,16,4,1,2,0,7,2,1,0,2,10,5,0,1,1,94
1071,10/2001,85,0,3,16,0,11,1,9,6,4,0,1,1,26,0,0,784,5,58,5,13,0,0,0,4,3,1,0,0,7,228,0,0,124,5,0,1,1,0,17,3,10,11,6,0,93,7,0,41,4,8,6,1,11,0,3,3,0,2,0,3,0,0,80,0,21,1,2,0,1,0,2,5,4,2,0,6,55,2,2,2,3,4,0,1,3,0,4,25,10,5,0,0,1,0,2,0,0,2,5,0,0,4,0,99
1072,11/2001,85,0,2,6,0,3,5,11,2,15,0,2,0,28,1,1,948,3,54,3,31,0,0,1,15,3,1,0,0,0,120,0,4,175,5,0,0,0,3,13,0,6,4,6,2,45,7,0,57,1,9,1,0,8,3,7,11,1,6,0,4,1,1,30,0,3,3,2,1,4,3,2,1,1,3,1,1,49,2,1,0,4,2,3,4,2,0,7,31,3,4,1,5,0,1,1,0,0,0,17,1,0,3,1,96
1073,12/2001,61,0,1,15,2,4,11,12,4,5,0,3,0,13,1,1,609,9,47,3,28,0,0,1,2,0,0,0,0,5,112,0,13,166,4,3,8,2,3,6,1,8,3,1,2,79,7,3,33,9,5,6,0,7,2,2,9,0,2,0,3,8,1,106,2,9,0,1,4,5,0,4,0,4,0,0,5,68,3,2,8,0,0,8,7,5,0,6,43,2,0,1,1,0,2,7,0,0,0,5,6,0,2,1,89
1074,01/2002,63,0,1,2,0,4,26,23,3,11,1,2,0,27,2,0,789,1,60,15,30,0,0,1,19,9,1,0,0,3,101,0,5,160,8,0,1,2,0,5,1,1,1,4,1,67,10,1,47,0,3,1,0,13,0,8,23,0,0,0,2,2,0,51,2,13,2,2,2,5,1,1,6,17,0,0,4,40,4,15,0,0,2,0,3,4,0,6,53,7,2,0,1,0,1,5,0,0,0,2,4,0,0,0,87
1075,02/2002,18,0,4,7,0,5,17,3,0,8,0,1,0,29,0,0,807,1,52,23,58,0,0,9,10,4,0,0,0,1,130,0,32,119,4,2,1,1,2,6,0,3,10,3,0,28,3,0,30,3,17,1,0,1,2,17,15,0,0,0,3,0,1,21,0,4,0,5,2,3,2,2,0,1,0,0,3,71,2,2,0,3,3,9,1,0,0,40,42,2,1,2,1,0,0,6,0,1,9,2,2,0,2,1,88
1076,03/2002,27,0,2,22,0,5,10,15,0,6,0,0,0,15,1,2,677,2,31,20,30,0,0,1,19,5,4,0,0,3,159,0,4,159,11,0,0,0,1,5,0,5,2,3,0,99,4,0,28,4,8,1,0,11,11,9,25,1,0,0,2,0,0,13,3,12,0,6,2,1,3,5,0,1,2,6,9,34,3,5,2,6,1,0,0,2,0,7,30,19,0,0,0,0,0,4,0,0,1,6,1,0,7,0,98
1077,04/2002,20,0,0,10,0,9,11,6,0,8,0,0,0,16,4,3,714,9,37,20,9,0,0,6,18,1,4,0,1,4,100,1,1,215,12,1,0,0,11,6,2,0,5,6,0,180,9,0,24,10,2,1,0,16,1,7,33,0,1,0,3,1,1,21,2,19,0,6,2,9,2,6,2,3,0,3,9,34,5,3,4,3,2,2,1,0,0,16,26,7,0,0,4,0,1,3,1,0,23,5,0,0,3,0,93
1078,05/2002,14,0,3,13,0,0,7,0,3,9,8,0,2,15,0,0,622,10,52,18,25,0,0,1,38,11,2,0,0,4,95,0,8,205,14,2,1,0,0,10,1,0,3,0,1,65,9,0,18,13,6,0,0,5,4,4,17,2,0,0,3,2,0,30,0,2,0,18,10,7,9,19,0,3,0,0,4,43,8,6,6,4,0,8,0,1,0,17,29,6,0,0,4,4,7,0,0,1,2,0,0,0,1,0,97
1079,06/2002,17,0,8,13,0,3,16,3,2,19,2,3,0,82,4,0,583,16,38,10,114,0,0,20,17,11,1,0,1,7,143,0,5,209,15,0,0,0,1,11,2,0,0,4,1,52,27,2,88,2,2,0,1,7,5,4,33,5,1,0,4,2,0,57,1,7,11,9,6,6,15,31,1,8,4,0,4,41,3,9,38,4,1,0,0,3,0,31,27,9,0,0,1,0,12,48,0,1,1,2,0,0,6,0,96
1080,07/2002,21,0,1,10,0,1,4,2,1,6,2,0,10,18,0,0,603,6,56,19,14,0,0,3,9,9,0,0,0,4,115,0,1,239,5,11,0,0,2,11,5,2,2,10,2,69,9,0,23,1,13,2,0,1,0,27,11,0,0,0,11,1,0,17,2,6,0,10,2,5,5,10,0,13,0,0,4,35,13,10,2,5,0,2,1,13,0,1,35,0,0,2,11,0,0,11,1,0,2,1,1,0,4,0,91
1081,08/2002,15,0,1,24,0,2,15,7,3,8,5,2,0,89,4,1,643,9,40,26,31,0,0,1,9,5,1,0,0,6,146,0,0,143,13,3,0,0,12,11,0,30,10,5,1,49,15,3,27,7,3,8,0,7,2,4,19,0,0,0,3,5,3,20,2,4,7,5,0,8,12,7,3,10,1,9,5,25,12,11,1,2,3,4,0,5,0,13,34,10,0,1,7,0,2,17,1,6,0,11,0,0,0,0,99
1082,09/2002,17,0,0,27,0,7,7,4,7,13,0,0,0,16,1,3,726,6,41,7,27,0,0,6,17,3,1,0,1,11,210,4,3,234,11,0,0,1,5,0,2,76,4,7,0,65,10,0,19,2,2,6,0,1,1,11,13,0,2,0,2,3,0,16,0,2,1,2,1,4,8,6,2,4,4,3,6,42,6,1,2,5,5,1,0,7,0,6,30,2,0,1,3,0,0,4,0,2,0,8,4,0,1,1,94
1083,10/2002,12,0,22,6,1,4,6,10,2,15,1,0,2,42,0,1,841,3,23,8,49,0,0,6,5,5,1,0,0,4,96,0,8,169,10,1,2,0,1,6,1,32,2,7,1,34,8,3,30,2,0,12,2,30,4,1,8,3,2,0,3,3,0,19,2,7,0,5,3,2,2,4,1,3,0,0,7,48,0,1,5,2,4,0,5,4,0,9,46,6,1,0,5,0,0,3,2,0,3,7,11,0,1,0,104
1084,11/2002,9,0,2,16,0,5,3,7,4,13,1,2,0,26,5,2,730,2,53,9,36,0,0,0,20,12,2,0,0,7,97,0,7,165,14,1,2,1,2,6,8,40,5,9,0,35,8,0,38,2,1,2,3,7,3,4,28,0,0,0,5,1,0,5,3,9,0,4,10,2,8,15,2,4,0,4,6,31,0,2,1,0,1,1,0,5,0,8,38,13,0,0,3,0,1,39,0,0,3,8,8,0,0,0,105
1085,12/2002,7,0,0,14,0,4,4,16,4,17,1,2,0,24,2,2,627,6,51,7,163,0,0,1,12,4,0,0,0,7,127,1,8,144,18,0,6,1,2,10,0,33,2,4,0,28,8,1,37,2,1,6,1,1,3,0,20,2,2,0,3,6,1,10,2,2,4,4,4,1,3,7,3,3,0,1,11,55,1,4,2,2,0,4,0,1,0,9,31,2,0,2,1,0,2,41,0,1,46,3,13,0,4,0,90
1086,01/2003,6,0,6,12,0,4,11,17,14,11,2,2,0,28,1,1,628,8,33,8,150,0,0,0,9,2,0,0,0,6,179,0,6,205,15,2,1,0,4,9,1,118,3,3,0,62,10,0,31,2,3,14,3,9,18,1,14,1,0,0,1,2,0,5,0,2,1,8,3,2,4,4,1,0,0,0,4,48,1,2,1,1,1,3,1,1,0,2,30,6,0,0,2,0,0,14,0,0,27,9,1,0,1,3,92
1087,02/2003,17,0,4,6,0,7,1,7,2,19,0,0,0,16,4,0,581,9,42,10,76,0,0,1,2,2,2,0,1,12,229,0,0,220,10,0,3,2,2,7,0,136,2,4,0,32,20,0,24,3,6,14,1,2,1,7,28,0,0,0,4,6,0,15,0,5,1,10,0,2,3,2,2,2,2,0,7,52,0,0,2,7,0,0,0,1,0,10,57,4,0,0,0,0,0,55,0,1,7,13,1,0,4,2,95
1088,03/2003,15,0,2,11,2,3,5,6,5,10,0,2,2,14,14,3,720,16,31,0,61,0,0,0,11,2,4,0,0,12,305,0,2,292,41,3,3,0,3,2,2,249,7,5,0,21,5,1,19,9,3,39,0,4,5,5,29,5,4,0,8,7,0,32,1,9,1,14,3,1,6,0,9,2,0,1,8,63,3,11,3,10,6,0,1,3,0,4,44,12,0,1,0,0,0,70,0,0,2,24,1,0,4,0,104
