,DATE,afghanistan,afrique du sud,algérie,allemagne,angola,arabie,argentine,australie,autriche,belgique,birmanie,bolivie,bosnieherzégovine,brésil,bulgarie,cambodge,canada,chili,chine,colombie,corée,costa rica,côte d’ivoire,croatie,cuba,danemark,égypte,émirats arabes unis,équateur,espagne,étatsunis,éthiopie,finlande,france,grèce,guatemala,haïti,honduras,hongrie,inde,indonésie,irak,iran,irlande,islande,israël,italie,jamaïque,japon,jordanie,kosovo,koweït,laos,liban,libye,maroc,mexique,monaco,nicaragua,nigéria,norvège,nouvellezélande,ouganda,pakistan,panama,palestine,paraguay,paysbas,pérou,philippines,pologne,portugal,qatar,congo,tchécoslovaquie,roumanie,royaumeuni,russie,salvador,rwanda,sénégal,serbie,singapour,slovaquie,somalie,soudan,sri lanka,suède,suisse,syrie,tadjikistan,taïwan,thaïlande,timororiental,tunisie,turquie,ukraine,uruguay,venezuela,vietnam,yémen,république tchèque,yougoslavie,urss,NbEditions
323,02/1939,0,0,12,129,0,0,11,37,17,57,3,0,0,26,2,0,1226,11,77,74,0,0,0,0,105,33,0,0,0,328,1,0,7,547,2,14,31,0,27,15,0,4,2,19,2,3,139,84,46,0,0,0,0,4,17,13,32,2,0,0,33,16,0,0,67,43,0,2,6,3,35,16,0,3,18,13,9,52,0,0,0,2,4,3,4,1,0,28,67,23,0,0,0,0,25,11,3,1,71,0,0,0,6,0,24
324,03/1939,0,0,16,264,0,1,17,34,14,58,0,2,0,40,19,0,1575,6,79,74,0,0,0,1,87,41,0,0,0,214,0,0,11,544,13,19,34,0,94,35,0,7,13,17,7,8,140,65,67,0,0,0,0,0,1,5,10,0,2,0,27,14,1,0,49,42,1,22,2,6,107,10,0,3,85,97,33,87,3,0,4,1,2,122,4,2,0,30,104,7,0,0,0,0,16,16,45,1,61,0,0,0,27,1,27
325,04/1939,0,0,4,245,0,1,15,43,39,106,0,6,0,25,11,0,1659,9,42,59,0,0,0,1,15,32,0,0,0,132,3,0,10,575,68,7,5,0,67,20,0,11,8,41,1,1,158,11,48,0,0,0,1,2,6,20,22,1,2,0,26,15,2,0,16,12,0,17,3,11,154,14,0,1,36,104,22,84,1,0,0,1,1,31,0,2,0,24,56,24,0,0,0,0,13,56,13,1,4,0,0,0,45,0,25
326,05/1939,1,0,7,212,0,0,10,46,27,53,2,1,0,26,13,0,1916,9,41,63,1,0,0,2,33,40,0,0,0,116,1,0,15,580,25,0,12,1,37,19,0,3,6,45,5,11,129,11,53,0,0,0,0,3,8,8,23,4,1,0,43,13,5,0,1,64,0,10,4,7,223,10,0,7,28,66,23,206,0,0,1,1,2,7,1,3,0,42,66,9,0,0,0,0,2,41,0,0,1,0,0,0,34,0,27
327,06/1939,1,0,6,194,0,1,10,21,13,74,1,1,0,27,12,1,1739,3,92,63,1,0,0,1,22,26,0,0,1,126,0,0,29,686,29,1,4,0,20,16,0,6,11,37,1,9,123,8,147,0,0,0,0,4,6,15,24,0,0,2,23,12,3,0,6,48,2,8,3,15,87,31,0,6,15,44,31,119,0,0,0,2,21,19,0,6,0,47,51,19,0,0,0,0,3,81,6,0,0,0,0,0,52,0,26
328,07/1939,2,0,11,209,0,4,24,49,23,67,1,1,0,33,44,0,1381,1,160,97,5,0,0,0,21,33,0,0,0,102,3,0,14,583,24,1,1,1,19,20,0,13,9,22,4,4,124,4,166,0,0,4,0,0,5,9,18,0,0,0,28,17,2,0,5,15,0,17,4,25,125,6,0,0,25,53,23,70,2,0,1,0,5,5,1,1,0,39,72,20,0,0,0,0,7,32,0,1,5,0,1,0,39,1,26
329,08/1939,0,0,7,376,1,1,7,57,26,86,1,12,0,35,18,8,1699,7,185,123,2,0,0,9,7,36,0,0,0,88,1,0,20,689,35,0,10,0,60,41,0,1,10,43,5,6,136,7,162,0,0,0,2,2,3,12,10,2,0,0,43,19,1,0,13,35,5,29,5,10,405,12,0,5,18,50,49,183,2,0,3,2,6,52,1,2,0,41,85,14,0,0,0,0,7,38,1,2,2,0,0,0,51,1,27
330,09/1939,3,0,2,534,0,1,24,95,25,92,2,2,0,39,32,3,2273,2,59,59,0,0,0,8,1,49,0,0,0,60,0,0,29,729,61,1,2,3,68,20,0,7,11,61,9,10,114,1,74,0,0,0,1,1,3,17,13,1,0,0,48,30,0,0,20,6,2,28,9,7,755,13,0,6,19,156,56,403,0,0,2,3,3,25,0,1,0,61,142,8,0,0,0,0,4,57,21,5,6,0,0,0,31,0,26
331,10/1939,1,0,1,318,1,1,14,51,11,111,0,0,0,30,15,0,1681,2,71,39,1,0,0,5,3,38,0,0,1,39,1,0,107,511,10,2,1,0,29,34,0,2,17,10,1,6,93,3,48,0,0,0,0,6,1,1,5,0,0,0,47,24,6,0,9,11,0,18,6,12,212,1,0,2,15,44,52,383,0,0,0,2,2,11,0,0,0,59,79,3,0,0,0,0,0,58,10,1,3,0,0,0,20,2,26
332,11/1939,1,0,2,275,0,0,18,56,17,158,5,0,0,47,10,0,1388,7,70,56,1,0,0,9,9,19,0,0,1,57,1,0,187,542,13,15,39,0,27,39,0,0,9,21,5,2,69,2,66,0,0,0,0,1,1,4,17,7,0,0,41,26,9,0,16,3,1,61,17,3,134,20,0,0,21,43,33,201,0,0,0,3,4,13,1,1,0,41,48,5,0,0,0,0,1,38,5,1,11,0,0,0,19,3,26
333,12/1939,0,0,3,282,0,0,33,83,25,104,1,1,0,35,7,0,1576,9,46,43,1,0,0,1,54,50,0,0,0,62,3,0,479,483,7,24,37,11,20,24,0,0,2,35,5,4,112,3,68,0,0,0,0,1,3,6,31,4,1,0,91,27,1,0,51,4,0,19,13,23,121,11,0,6,21,60,62,357,1,0,0,3,1,8,1,1,0,82,57,2,0,0,0,0,2,27,2,24,29,0,0,0,6,2,26
334,01/1940,1,0,2,245,0,1,15,50,9,140,3,3,0,35,18,1,1641,8,78,63,4,0,0,0,126,53,0,0,1,39,0,0,346,515,15,21,57,18,75,17,0,3,10,31,1,3,84,0,94,0,0,0,0,3,0,2,58,0,0,0,74,11,1,0,102,8,0,40,9,14,128,3,0,1,15,98,44,198,0,0,0,3,2,5,1,2,0,79,79,8,0,0,0,0,3,28,3,8,38,0,0,0,23,0,26
335,02/1940,1,0,1,202,0,0,12,47,21,96,0,1,0,28,24,0,1958,7,66,52,1,0,0,0,61,34,0,0,0,26,1,0,336,597,28,8,19,7,30,24,1,1,5,58,2,3,83,1,83,0,0,0,0,6,2,1,32,10,0,0,89,26,0,0,59,12,3,30,8,5,95,9,0,5,12,83,47,120,0,0,1,1,2,1,0,4,0,90,51,11,0,0,0,0,2,50,1,5,24,0,0,0,22,0,25
336,03/1940,5,0,1,249,0,0,15,50,14,67,1,5,0,24,13,0,1515,2,65,36,0,0,0,0,14,38,0,0,0,23,0,0,356,502,8,0,16,0,50,47,0,5,4,34,1,15,135,2,51,0,0,0,0,0,0,2,16,5,0,0,73,20,0,0,12,25,0,13,4,6,124,18,0,1,15,108,28,221,0,0,0,1,1,2,0,2,0,102,114,1,0,0,0,0,1,29,5,3,5,0,0,0,12,3,26
337,04/1940,0,0,1,394,0,1,22,22,31,103,0,1,0,28,16,0,1262,6,53,33,1,0,0,1,44,248,0,0,2,25,3,0,115,504,16,31,20,10,60,15,0,1,3,11,26,3,119,2,96,0,0,0,0,1,3,0,31,1,0,0,748,12,0,0,64,5,0,38,1,19,121,8,0,13,18,70,53,134,1,0,0,1,0,36,0,0,0,201,80,2,0,0,0,0,2,25,4,1,32,0,0,0,52,2,26
338,05/1940,1,0,1,239,0,1,21,31,27,424,0,0,0,24,27,0,1335,2,45,31,1,0,0,0,6,74,0,0,1,31,0,0,48,622,30,16,13,4,39,17,0,1,3,30,6,20,172,0,71,0,0,0,0,3,5,4,18,7,5,0,370,16,0,0,25,3,1,124,8,15,105,20,0,11,5,56,44,81,2,0,0,1,0,19,2,1,0,93,141,4,0,0,0,0,5,43,6,4,1,0,0,0,50,0,27
339,06/1940,0,0,3,274,1,0,20,35,14,183,2,0,0,26,15,0,1467,1,33,42,2,0,0,0,6,51,0,0,1,58,1,0,22,1139,8,14,6,3,30,26,0,0,7,27,10,20,213,2,88,0,0,0,1,1,20,19,21,11,0,0,108,11,2,0,13,3,0,24,10,17,40,36,0,5,7,63,48,135,0,0,0,2,2,4,15,5,0,32,141,21,0,0,0,0,23,54,4,6,6,0,0,0,24,3,25
340,07/1940,0,0,9,183,0,2,29,18,14,83,28,1,0,32,30,0,1172,9,76,29,2,0,0,0,7,24,0,0,1,73,2,0,15,961,8,26,3,2,69,9,0,4,13,51,10,10,69,1,98,0,0,0,1,3,20,23,22,15,0,0,58,10,2,0,14,14,4,12,10,3,35,23,0,5,1,143,41,99,0,0,3,0,8,5,9,12,0,29,79,16,0,0,0,0,7,28,1,2,1,0,0,0,5,1,27
341,08/1940,1,0,7,191,0,1,17,42,12,152,7,3,0,29,30,0,1247,4,62,32,1,0,0,0,7,16,1,0,1,30,0,0,19,1181,71,54,4,0,66,35,0,7,4,21,6,1,97,11,115,0,0,0,1,0,35,26,28,14,0,0,43,10,1,0,13,9,1,7,19,13,37,17,0,2,5,118,34,68,0,0,2,0,4,2,93,23,0,22,125,6,0,0,0,0,8,16,1,2,3,0,0,0,12,3,27
342,09/1940,0,0,2,137,0,0,14,28,6,91,4,3,0,25,10,3,1128,4,68,48,4,0,0,0,2,31,0,0,0,64,3,0,10,636,6,16,6,3,30,17,0,0,4,11,6,1,70,5,208,0,0,0,3,1,19,40,44,8,2,0,65,11,0,0,28,15,6,12,15,8,24,10,0,2,5,101,29,54,1,0,12,1,15,4,2,10,0,26,77,5,0,0,0,0,3,12,0,8,4,0,0,0,8,0,25
343,10/1940,0,0,3,189,0,0,43,41,4,91,31,0,0,35,27,1,1260,10,94,33,2,0,0,0,5,30,0,0,0,73,3,0,6,763,166,18,77,5,19,20,0,2,4,17,6,8,109,5,213,0,0,0,0,2,3,13,26,2,0,0,58,12,0,0,3,4,1,8,5,5,21,20,0,5,10,168,40,101,0,2,7,4,5,2,1,8,0,23,88,14,0,0,0,0,6,76,0,0,2,0,0,0,19,0,27
344,11/1940,0,0,9,171,0,3,51,22,10,91,4,1,0,30,57,4,1363,5,80,49,0,0,0,0,0,24,0,0,1,56,0,0,11,775,184,27,24,3,55,22,0,1,6,65,7,7,79,1,78,0,0,0,3,1,8,14,15,2,0,0,49,1,1,0,3,6,0,3,9,6,41,12,0,2,10,66,47,64,0,0,2,1,4,8,5,12,0,20,106,6,0,0,0,0,5,41,0,1,2,0,0,0,37,2,26
345,12/1940,1,0,4,203,0,2,45,27,7,88,5,1,0,31,16,0,1306,7,60,37,0,0,0,0,10,23,0,0,0,34,3,0,33,743,94,24,47,2,46,14,0,1,6,48,3,10,127,3,78,0,0,0,0,16,78,15,21,1,2,0,50,5,0,0,9,8,0,13,4,9,32,19,0,0,4,88,52,57,0,0,1,0,6,5,5,8,0,27,90,21,0,0,0,0,3,24,0,9,4,0,0,0,28,0,26
346,01/1941,0,0,9,146,0,0,17,20,8,117,9,1,0,28,44,21,1332,2,62,59,1,0,0,0,7,27,0,0,0,26,14,0,4,745,59,23,7,0,18,23,0,0,5,54,9,1,84,5,70,0,0,0,5,1,88,9,13,11,0,0,47,7,1,0,5,5,0,21,10,8,31,11,0,27,7,66,57,81,0,0,0,1,6,1,7,25,0,20,80,4,0,0,2,0,7,15,1,11,1,0,0,0,13,0,25
347,02/1941,0,0,4,144,0,3,13,39,13,84,6,1,0,33,153,5,1207,8,61,35,1,0,0,3,16,23,0,0,1,56,25,0,5,630,125,26,8,2,32,18,0,2,4,29,5,1,100,5,147,0,0,0,7,2,68,7,17,4,0,0,36,9,0,0,1,5,0,9,4,8,46,27,0,11,10,79,46,46,0,1,2,4,76,1,39,69,0,17,37,7,0,0,1,0,18,94,3,1,1,0,0,0,73,3,24
348,03/1941,0,0,17,196,0,1,13,26,7,72,8,0,0,35,133,6,1403,7,74,26,2,0,0,8,10,25,0,0,2,47,29,1,10,809,130,32,11,0,27,14,0,0,2,36,9,6,72,5,128,0,0,0,5,3,43,10,41,0,0,0,43,7,0,0,2,3,0,5,1,13,30,66,0,7,3,44,65,79,0,0,1,7,14,4,39,24,0,29,54,19,0,0,0,0,29,90,1,0,0,0,0,0,233,0,26
349,04/1941,0,0,9,175,0,1,12,60,27,72,3,0,0,29,50,4,1410,6,45,33,5,0,0,39,8,50,0,0,0,50,23,0,8,927,422,27,22,2,60,17,0,32,7,20,3,2,69,1,97,0,0,0,2,19,101,14,21,0,2,0,39,14,1,0,10,2,0,11,12,3,111,15,0,3,11,30,46,60,4,1,5,19,8,9,19,12,0,18,52,28,0,0,2,0,7,73,3,0,5,0,0,0,292,5,26
350,05/1941,0,0,1,141,0,5,26,49,15,80,2,1,0,28,9,0,1640,13,47,33,0,0,0,23,8,40,0,0,0,39,28,0,9,849,118,27,7,2,14,25,0,198,16,48,24,2,51,2,63,0,0,0,1,34,24,24,16,0,0,0,55,8,11,0,7,26,0,18,9,6,51,19,0,10,6,13,54,77,1,0,2,0,3,0,7,24,0,20,44,126,0,0,1,0,8,62,1,2,2,0,0,0,30,2,27
351,06/1941,2,0,5,222,0,3,10,36,7,82,1,0,0,40,13,0,1441,4,42,36,1,0,0,5,12,21,0,0,0,38,21,0,80,670,51,19,3,0,17,19,0,36,23,11,2,3,61,1,98,1,0,1,2,36,23,10,19,1,0,0,49,19,6,0,2,27,0,6,9,3,61,17,0,2,5,35,43,303,0,0,2,2,11,3,10,3,0,30,47,277,0,0,0,0,7,100,7,3,4,0,0,0,14,0,25
352,07/1941,0,0,15,173,0,0,31,54,6,63,3,21,0,57,8,7,1537,12,99,69,2,0,0,4,9,29,0,0,1,39,29,0,55,711,30,18,3,0,7,24,0,7,10,33,82,2,52,0,307,0,0,0,4,36,13,18,23,0,2,0,28,13,2,0,20,15,2,14,47,27,61,28,1,3,6,20,36,262,1,0,1,2,10,0,8,2,0,35,61,175,0,0,9,0,6,54,40,7,2,0,0,0,10,5,27
353,08/1941,4,0,22,161,0,1,17,97,6,51,18,1,0,42,21,0,1529,14,83,41,1,0,0,2,13,5,0,0,0,39,20,0,48,796,27,13,11,1,17,30,0,14,125,18,25,3,54,0,257,0,0,0,2,11,11,28,31,1,0,0,16,19,0,0,8,3,0,9,11,7,18,39,0,9,1,11,46,281,0,0,9,3,34,6,8,4,0,29,89,49,0,0,65,0,7,92,87,0,3,0,0,0,23,3,26
354,09/1941,0,0,7,180,0,1,23,35,11,56,8,4,0,39,82,3,1590,26,51,48,1,0,0,21,5,16,0,0,2,38,21,0,41,676,46,15,2,4,12,19,0,12,60,13,29,1,54,0,100,0,0,0,0,11,16,12,24,2,1,0,59,11,0,0,19,3,1,10,18,1,41,8,0,3,7,25,31,438,0,0,12,5,8,2,5,6,0,39,65,30,0,0,6,0,8,68,38,2,1,0,0,0,42,2,26
355,10/1941,0,0,5,160,0,0,26,44,22,61,2,0,0,38,9,3,1516,7,59,82,2,0,0,7,16,6,0,0,1,38,16,0,19,583,15,14,5,6,8,32,0,9,19,5,21,2,30,0,93,0,0,0,0,2,7,7,19,0,5,0,22,7,2,0,65,4,0,9,10,6,25,17,0,1,6,19,47,474,0,0,0,8,6,2,2,0,0,26,54,16,0,0,8,0,0,24,32,5,0,0,0,0,12,2,27
356,11/1941,2,0,7,120,0,0,5,33,2,23,11,1,0,36,5,2,1450,20,100,35,2,0,0,4,6,7,0,0,1,14,21,0,93,578,24,15,6,3,13,20,0,7,21,16,7,2,20,0,188,0,0,0,0,0,75,16,13,1,2,0,7,9,0,0,10,13,0,3,2,8,6,3,0,10,2,10,40,254,0,0,2,2,27,2,10,3,0,19,39,11,0,0,17,0,6,22,8,1,3,0,0,0,2,1,25
357,12/1941,0,0,4,158,2,0,35,84,5,34,18,10,0,30,10,0,1444,16,92,79,2,0,0,1,4,5,0,0,4,44,22,0,41,539,18,38,4,4,33,21,0,1,6,6,7,0,61,2,463,0,0,1,0,0,111,7,18,1,3,0,21,23,2,0,10,7,1,3,10,130,34,37,0,7,3,38,53,237,1,0,2,2,110,2,0,2,0,21,62,13,0,1,37,0,8,38,4,3,5,0,0,0,3,2,27
358,01/1942,0,0,4,108,0,1,43,105,6,62,64,5,0,64,7,0,1621,30,87,60,2,0,0,0,13,2,0,0,5,20,23,0,26,491,33,37,4,5,12,29,0,7,6,41,3,5,28,5,154,0,0,0,0,0,65,2,31,0,5,0,24,36,0,0,15,5,4,13,16,119,12,6,0,7,6,13,54,181,2,0,0,1,267,2,1,0,0,24,40,9,0,0,11,0,5,16,7,6,6,0,0,0,12,2,25
359,02/1942,1,0,13,104,1,3,10,111,26,23,145,1,0,26,4,2,1629,7,114,45,2,0,0,2,9,3,0,0,0,33,20,0,2,480,9,26,0,0,10,56,0,6,4,16,2,6,31,0,194,0,0,0,3,2,70,10,16,1,1,0,18,10,7,0,4,6,0,5,3,41,28,29,0,2,1,6,31,157,0,0,4,6,323,2,1,1,0,20,35,13,0,0,13,0,16,12,7,3,5,0,1,0,4,2,24
360,03/1942,0,0,0,90,0,1,1,179,3,23,132,2,0,28,6,0,1777,7,60,75,0,0,0,0,23,4,0,0,1,16,25,0,2,451,18,10,3,0,18,86,0,1,5,13,9,7,29,5,165,0,0,0,0,0,44,3,18,2,0,1,15,15,0,0,2,2,0,8,2,57,2,4,0,22,0,8,33,121,1,0,1,0,43,4,0,0,0,31,36,7,0,0,8,0,3,7,10,6,0,0,0,0,3,0,26
361,04/1942,0,0,2,100,0,1,16,123,2,17,111,1,0,37,1,0,1936,6,67,52,1,0,0,0,5,1,0,0,0,17,4,0,9,419,5,22,9,1,6,96,0,3,8,15,2,2,30,5,158,0,0,0,0,0,39,10,8,0,1,1,22,11,0,1,5,8,2,3,5,62,12,8,0,3,3,7,20,147,1,0,2,1,24,1,1,0,0,19,38,4,0,0,2,0,6,7,4,1,4,0,1,0,1,2,26
362,05/1942,2,0,5,99,0,2,17,97,11,45,113,0,0,35,3,0,1644,4,141,33,2,0,0,0,7,12,0,0,1,9,2,0,6,545,15,61,2,0,2,48,1,4,10,28,2,3,40,6,115,0,0,0,0,0,32,1,55,0,2,0,17,10,0,0,13,2,0,7,16,23,34,11,0,1,4,3,21,172,1,0,0,2,22,3,0,2,0,17,105,8,0,0,0,0,17,18,8,0,0,0,0,0,4,5,26
363,06/1942,0,0,0,84,0,0,12,96,2,23,17,2,0,39,16,0,1890,8,99,57,5,0,0,2,7,9,0,0,2,4,4,0,8,351,34,13,10,2,18,35,0,4,6,25,1,3,11,0,127,0,0,0,0,1,136,0,38,1,1,0,23,10,0,0,14,9,0,11,2,11,14,3,0,3,8,15,27,176,0,0,1,0,9,2,0,1,0,27,48,4,0,0,3,0,5,14,16,1,0,0,0,0,8,0,26
364,07/1942,1,0,0,75,0,2,17,63,1,36,29,1,0,36,1,1,1851,13,62,44,6,0,0,1,13,2,0,0,1,13,0,0,21,384,28,22,11,3,8,53,0,2,5,19,4,0,6,0,76,0,0,0,1,0,38,0,48,0,1,0,10,9,0,0,14,8,0,10,0,6,27,4,0,4,6,5,33,235,1,0,0,2,6,1,0,2,0,25,26,6,0,0,3,0,3,25,4,0,0,0,1,0,22,0,27
365,08/1942,0,0,4,96,0,4,26,66,2,46,24,4,0,82,4,0,1476,38,86,39,3,0,0,1,6,12,0,0,6,15,3,0,12,442,19,22,12,0,9,75,0,6,8,12,8,1,14,3,85,0,0,1,0,2,10,7,17,0,0,0,28,5,1,0,9,5,1,29,10,14,26,8,0,5,8,5,31,243,2,0,1,0,6,1,0,0,0,33,48,8,0,0,0,0,3,17,10,6,0,0,0,0,3,0,26
366,09/1942,1,0,1,87,0,0,12,52,4,18,10,2,0,63,15,0,1472,15,49,26,3,0,0,2,5,8,0,0,4,16,1,0,11,432,13,2,11,2,12,54,0,1,10,40,5,2,13,1,63,0,0,0,0,0,13,4,23,0,5,0,18,11,1,0,4,5,2,5,3,6,32,7,0,6,8,9,23,211,0,0,0,1,4,1,0,1,0,34,37,2,0,0,0,0,2,13,2,1,7,0,0,0,11,2,26
367,10/1942,0,0,2,128,0,1,17,74,4,35,31,11,0,48,4,0,1860,35,144,36,0,0,0,2,3,16,0,0,1,14,5,0,6,395,23,1,11,0,6,39,1,4,7,29,2,4,48,0,63,0,0,0,0,0,13,5,24,0,0,0,23,10,1,0,27,4,1,11,7,19,21,5,0,1,7,7,23,194,0,0,1,2,6,3,1,2,0,26,35,6,0,0,1,0,3,13,5,1,4,0,0,0,7,0,27
368,11/1942,2,0,61,130,0,2,6,85,5,54,24,1,0,26,1,0,1722,23,61,36,1,0,0,2,8,6,0,0,0,44,1,0,11,679,19,2,20,2,6,26,0,0,6,15,0,2,46,0,45,0,0,0,0,2,60,84,23,0,2,0,24,6,0,0,19,7,0,5,3,16,28,12,0,5,7,4,15,147,0,0,2,1,3,0,0,2,0,23,28,3,0,0,1,0,169,23,0,0,1,0,0,0,9,0,25
369,12/1942,0,0,26,83,0,1,15,77,5,32,48,3,0,32,2,0,1488,14,75,29,4,0,0,4,5,2,0,0,2,21,1,0,19,497,20,1,22,1,6,36,2,1,11,24,1,1,45,5,106,0,0,0,0,1,28,42,25,1,0,0,10,22,4,0,2,3,0,23,7,10,26,9,0,2,6,1,22,96,1,7,2,0,4,0,13,0,0,21,56,6,0,0,1,0,136,18,6,0,0,0,0,0,11,0,26
370,01/1943,0,0,32,84,0,3,24,93,4,26,39,2,0,32,12,0,1386,41,92,39,0,0,0,3,3,10,0,0,5,21,2,0,1,401,15,1,27,1,3,33,0,4,4,18,2,3,36,0,90,0,0,0,0,0,44,32,8,0,0,0,9,7,0,0,2,5,0,5,6,8,41,11,0,3,8,13,20,172,0,0,0,1,4,1,2,2,0,21,26,4,0,0,0,0,139,9,7,8,1,0,0,0,15,0,24
371,02/1943,1,0,23,80,0,1,11,51,11,24,32,1,0,22,5,0,1431,24,89,28,7,0,0,1,6,4,0,0,1,24,2,0,18,360,13,0,5,1,9,63,0,4,7,16,2,1,37,3,87,0,0,0,0,0,13,15,17,1,0,0,11,12,1,0,27,3,1,6,1,9,59,12,0,1,6,10,20,187,0,0,0,2,3,1,1,1,0,24,43,6,0,0,3,0,131,41,9,1,3,0,0,0,7,4,24
372,03/1943,0,0,29,110,0,2,12,78,2,26,44,3,0,35,6,0,1483,27,84,50,2,0,0,3,24,5,0,0,0,23,1,0,38,404,32,3,15,3,7,38,0,0,10,22,3,0,32,18,60,0,0,1,0,0,13,15,27,0,2,0,24,9,0,1,6,4,0,3,6,8,58,10,0,3,5,4,29,229,3,1,0,1,3,1,3,1,0,22,35,5,0,0,0,0,132,14,16,2,1,0,0,0,14,0,27
373,04/1943,0,0,6,94,0,0,30,44,6,37,41,12,0,24,12,0,1262,11,69,43,0,0,0,2,12,7,0,0,2,34,2,0,8,403,29,0,10,0,16,19,0,7,13,27,4,3,43,12,76,0,0,1,1,2,2,8,38,5,0,0,19,8,1,1,9,7,0,3,1,8,55,6,0,2,5,7,38,118,1,0,3,0,3,3,0,0,0,29,43,6,0,0,3,0,146,10,1,0,2,0,0,0,3,1,26
374,05/1943,0,0,8,89,1,2,18,25,4,31,32,5,0,26,13,0,1311,18,95,27,0,0,0,4,22,2,0,0,2,36,2,0,16,408,18,1,8,3,9,24,0,1,6,21,5,5,55,6,80,0,0,0,1,1,6,9,17,7,0,0,28,10,0,0,1,2,3,18,6,8,50,12,0,0,11,2,31,167,1,0,1,0,4,1,1,2,0,14,26,3,0,0,0,0,121,10,2,3,1,0,0,0,16,5,26
375,06/1943,0,0,17,82,0,0,39,24,1,25,9,1,0,30,4,0,1168,7,88,40,0,0,0,1,6,8,0,0,0,8,1,0,8,271,28,0,6,0,6,32,0,1,3,31,3,9,52,4,56,0,0,0,0,2,12,13,28,23,0,0,25,11,0,0,7,18,1,9,3,2,72,4,0,0,10,11,26,158,0,0,0,2,4,2,0,0,0,14,26,28,0,0,0,0,34,53,2,4,0,0,0,0,9,0,26
376,07/1943,0,0,10,114,0,0,21,41,6,32,24,1,0,23,8,0,1285,7,79,50,1,0,0,1,12,4,0,0,2,17,2,0,3,415,35,2,10,1,2,19,0,1,4,21,3,6,105,4,52,0,0,0,2,0,4,16,12,18,2,0,29,10,1,0,6,0,1,10,6,12,26,8,0,1,4,7,24,120,1,0,0,0,3,0,1,1,0,8,90,9,0,0,5,0,24,26,4,1,4,0,0,0,7,0,27
377,08/1943,0,0,6,134,0,0,27,45,8,15,30,1,0,7,26,0,1307,5,106,31,0,0,0,6,5,37,0,0,0,26,7,0,19,305,31,0,10,1,19,29,0,0,2,9,1,2,152,3,97,0,0,0,0,0,1,8,22,14,0,0,22,15,0,1,3,8,1,11,4,4,75,11,0,1,4,9,26,183,0,0,1,1,3,1,3,1,0,44,76,2,0,0,1,0,9,18,9,0,8,0,0,0,11,1,26
378,09/1943,0,0,4,204,0,0,22,47,5,23,31,1,0,10,24,0,1186,28,109,43,8,0,0,4,15,18,0,0,0,20,2,0,19,328,35,1,5,2,16,26,0,1,9,16,0,5,295,4,96,0,0,0,0,2,11,2,22,2,1,0,34,11,1,0,1,10,0,6,2,16,70,12,0,2,3,12,27,217,0,0,0,0,3,0,1,0,0,47,53,4,0,0,0,0,20,19,9,1,1,0,0,0,22,2,26
379,10/1943,0,0,4,190,0,1,22,25,9,28,34,1,0,36,8,0,1444,12,94,40,3,0,0,5,14,15,0,0,0,26,1,0,13,345,46,4,74,2,6,21,0,3,8,4,2,12,201,3,52,0,0,0,0,1,1,3,22,1,3,0,23,5,0,0,2,12,0,14,5,20,67,30,0,1,12,4,35,245,2,0,0,5,4,4,1,1,0,27,56,2,0,0,0,0,8,13,7,3,1,0,0,0,39,2,26
380,11/1943,0,0,7,123,0,3,14,39,16,18,31,1,0,48,8,0,1419,15,100,62,2,0,0,6,5,8,0,0,0,20,5,0,12,363,26,0,11,0,17,17,0,1,5,32,4,8,171,2,84,0,0,0,0,66,1,9,24,0,0,0,28,9,0,0,8,18,0,9,1,10,71,22,0,1,10,16,46,137,1,0,0,7,0,1,0,0,0,17,39,17,0,0,3,0,11,48,16,1,8,0,0,0,22,0,26
381,12/1943,0,0,13,84,0,4,22,44,2,27,13,31,0,13,34,0,1288,6,88,33,3,0,0,13,3,17,0,0,0,23,2,0,14,283,12,0,25,0,6,33,0,0,9,23,3,3,186,3,87,0,0,0,0,6,1,6,20,0,0,0,17,5,3,0,3,6,3,5,1,8,46,6,0,2,6,7,38,115,0,0,0,6,2,0,0,2,0,10,21,2,0,0,3,0,12,38,6,5,1,0,0,0,48,0,27
382,01/1944,0,0,3,122,0,2,53,58,13,20,32,33,0,26,22,0,1304,15,79,34,1,0,0,5,9,14,0,0,1,45,4,0,17,284,22,0,7,0,3,22,0,1,2,21,4,2,115,3,68,0,0,0,0,2,2,5,18,0,0,0,13,35,0,0,3,11,0,2,5,5,162,37,0,3,5,22,25,211,0,0,2,1,0,0,0,1,0,13,40,2,0,0,5,0,7,14,25,7,9,0,0,0,29,1,25
383,02/1944,0,0,4,116,0,1,34,21,19,20,36,16,0,25,6,0,1168,20,71,41,1,0,0,5,9,6,0,0,0,35,4,0,80,259,14,0,11,0,2,20,0,0,10,19,3,3,149,5,73,0,0,0,0,0,1,4,17,0,1,0,18,6,3,0,5,10,2,5,18,6,109,13,0,1,2,6,32,218,0,0,0,2,1,1,0,0,0,24,56,4,0,0,2,0,2,12,18,11,3,0,0,0,18,2,25
